University_Roll_No,College_Name,Batch,Semester,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Semester_Avg,Overall_Avg
230235,College_3,2,6,48,75,67,48,92,61,65.16666666666667,68.08333333333333
230235,College_3,2,7,55,81,67,90,67,79,73.16666666666667,68.08333333333333
230235,College_3,2,8,45,70,41,90,42,57,57.5,68.08333333333333
230236,College_3,2,1,54,54,82,79,46,57,62.0,64.39583333333333
230236,College_3,2,2,40,83,93,41,46,79,63.666666666666664,64.39583333333333
230236,College_3,2,3,55,77,47,43,85,58,60.833333333333336,64.39583333333333
230236,College_3,2,4,74,43,61,95,52,81,67.66666666666667,64.39583333333333
230236,College_3,2,5,92,79,93,61,96,45,77.66666666666667,64.39583333333333
230236,College_3,2,6,43,43,99,73,80,47,64.16666666666667,64.39583333333333
230236,College_3,2,7,98,61,47,45,42,63,59.333333333333336,64.39583333333333
230236,College_3,2,8,65,66,88,47,43,50,59.833333333333336,64.39583333333333
230237,College_3,2,1,99,42,59,42,63,50,59.166666666666664,68.85416666666667
230237,College_3,2,2,93,77,76,80,70,81,79.5,68.85416666666667
230237,College_3,2,3,83,57,94,97,58,47,72.66666666666667,68.85416666666667
230237,College_3,2,4,66,82,79,87,43,100,76.16666666666667,68.85416666666667
230237,College_3,2,5,71,47,87,91,51,91,73.0,68.85416666666667
230237,College_3,2,6,85,40,41,76,57,100,66.5,68.85416666666667
230237,College_3,2,7,72,46,89,63,44,77,65.16666666666667,68.85416666666667
230237,College_3,2,8,47,63,49,54,83,56,58.666666666666664,68.85416666666667
230238,College_3,2,1,40,43,94,43,93,46,59.833333333333336,67.625
230238,College_3,2,2,78,97,53,53,52,86,69.83333333333333,67.625
230238,College_3,2,3,47,62,91,94,91,54,73.16666666666667,67.625
230238,College_3,2,4,57,56,61,94,87,74,71.5,67.625
230238,College_3,2,5,45,80,73,55,100,73,71.0,67.625
230238,College_3,2,6,95,64,44,47,67,40,59.5,67.625
230238,College_3,2,7,40,55,70,95,65,52,62.833333333333336,67.625
230238,College_3,2,8,74,91,52,48,82,93,73.33333333333333,67.625
230239,College_3,2,1,75,47,47,66,89,40,60.666666666666664,69.14583333333333
230239,College_3,2,2,75,98,54,42,64,43,62.666666666666664,69.14583333333333
230239,College_3,2,3,49,52,85,73,44,76,63.166666666666664,69.14583333333333
230239,College_3,2,4,92,84,45,89,68,87,77.5,69.14583333333333
230239,College_3,2,5,68,71,65,90,73,88,75.83333333333333,69.14583333333333
230239,College_3,2,6,57,74,70,97,51,47,66.0,69.14583333333333
230239,College_3,2,7,75,56,66,89,94,46,71.0,69.14583333333333
230239,College_3,2,8,91,61,66,72,100,68,76.33333333333333,69.14583333333333
230240,College_3,2,1,40,53,51,63,95,66,61.333333333333336,65.47916666666667
230240,College_3,2,2,93,90,64,70,66,43,71.0,65.47916666666667
230240,College_3,2,3,48,65,60,76,55,63,61.166666666666664,65.47916666666667
230240,College_3,2,4,52,43,51,53,72,48,53.166666666666664,65.47916666666667
230240,College_3,2,5,43,80,41,58,87,58,61.166666666666664,65.47916666666667
230240,College_3,2,6,90,87,66,76,43,66,71.33333333333333,65.47916666666667
230240,College_3,2,7,82,70,99,91,55,51,74.66666666666667,65.47916666666667
230240,College_3,2,8,46,89,43,80,83,79,70.0,65.47916666666667
140241,College_4,1,1,50,74,47,94,50,64,63.166666666666664,67.64583333333333
140241,College_4,1,2,75,65,86,89,45,93,75.5,67.64583333333333
140241,College_4,1,3,97,85,66,49,57,52,67.66666666666667,67.64583333333333
140241,College_4,1,4,81,76,98,49,44,84,72.0,67.64583333333333
140241,College_4,1,5,72,58,41,87,41,53,58.666666666666664,67.64583333333333
140241,College_4,1,6,71,71,77,86,91,69,77.5,67.64583333333333
140241,College_4,1,7,40,59,42,57,40,45,47.166666666666664,67.64583333333333
140241,College_4,1,8,80,87,64,68,88,90,79.5,67.64583333333333
140242,College_4,1,1,94,61,93,75,60,56,73.16666666666667,64.79166666666667
140242,College_4,1,2,67,51,58,57,70,61,60.666666666666664,64.79166666666667
140242,College_4,1,3,59,44,63,44,53,56,53.166666666666664,64.79166666666667
140242,College_4,1,4,40,77,85,58,66,56,63.666666666666664,64.79166666666667
140242,College_4,1,5,48,64,54,48,59,85,59.666666666666664,64.79166666666667
140242,College_4,1,6,90,66,40,65,98,67,71.0,64.79166666666667
140242,College_4,1,7,66,84,98,45,47,69,68.16666666666667,64.79166666666667
140242,College_4,1,8,82,95,62,42,83,49,68.83333333333333,64.79166666666667
140243,College_4,1,1,98,84,53,58,78,59,71.66666666666667,69.375
140243,College_4,1,2,72,44,88,52,77,68,66.83333333333333,69.375
140243,College_4,1,3,49,82,97,59,57,100,74.0,69.375
140243,College_4,1,4,87,53,98,98,74,92,83.66666666666667,69.375
140243,College_4,1,5,40,72,91,56,59,52,61.666666666666664,69.375
140243,College_4,1,6,68,96,84,49,88,71,76.0,69.375
140243,College_4,1,7,47,49,94,43,48,66,57.833333333333336,69.375
140243,College_4,1,8,74,76,45,44,53,88,63.333333333333336,69.375
140244,College_4,1,1,95,82,46,84,91,98,82.66666666666667,68.0
140244,College_4,1,2,46,84,95,79,76,79,76.5,68.0
140244,College_4,1,3,40,57,48,64,59,69,56.166666666666664,68.0
140244,College_4,1,4,89,63,56,63,60,99,71.66666666666667,68.0
140244,College_4,1,5,43,75,57,67,96,66,67.33333333333333,68.0
140244,College_4,1,6,47,52,78,77,44,53,58.5,68.0
140244,College_4,1,7,47,42,90,98,88,45,68.33333333333333,68.0
140244,College_4,1,8,72,61,70,46,73,55,62.833333333333336,68.0
140245,College_4,1,1,66,75,48,66,54,52,60.166666666666664,67.45833333333333
140245,College_4,1,2,86,83,51,45,63,75,67.16666666666667,67.45833333333333
140245,College_4,1,3,55,60,76,71,82,86,71.66666666666667,67.45833333333333
140245,College_4,1,4,76,49,79,77,42,50,62.166666666666664,67.45833333333333
140245,College_4,1,5,62,47,42,85,43,87,61.0,67.45833333333333
140245,College_4,1,6,76,49,70,77,85,82,73.16666666666667,67.45833333333333
140245,College_4,1,7,70,90,56,90,81,88,79.16666666666667,67.45833333333333
140245,College_4,1,8,65,80,41,63,98,44,65.16666666666667,67.45833333333333
140246,College_4,1,1,62,93,61,73,80,60,71.5,72.97916666666667
140246,College_4,1,2,89,90,80,64,41,78,73.66666666666667,72.97916666666667
140246,College_4,1,3,76,62,86,86,92,91,82.16666666666667,72.97916666666667
140246,College_4,1,4,86,75,66,80,45,87,73.16666666666667,72.97916666666667
140246,College_4,1,5,41,43,98,49,72,57,60.0,72.97916666666667
140246,College_4,1,6,47,71,58,83,73,96,71.33333333333333,72.97916666666667
140246,College_4,1,7,92,96,80,67,48,88,78.5,72.97916666666667
140246,College_4,1,8,97,60,56,59,73,96,73.5,72.97916666666667
140247,College_4,1,1,54,93,76,88,95,85,81.83333333333333,69.58333333333333
140247,College_4,1,2,43,65,48,73,91,52,62.0,69.58333333333333
140247,College_4,1,3,73,89,44,57,63,45,61.833333333333336,69.58333333333333
140247,College_4,1,4,68,98,81,61,45,52,67.5,69.58333333333333
140247,College_4,1,5,46,81,97,95,76,50,74.16666666666667,69.58333333333333
140247,College_4,1,6,76,89,70,58,71,97,76.83333333333333,69.58333333333333
140247,College_4,1,7,60,68,42,70,75,50,60.833333333333336,69.58333333333333
140247,College_4,1,8,56,77,51,75,71,100,71.66666666666667,69.58333333333333
140248,College_4,1,1,75,61,52,41,83,64,62.666666666666664,71.5625
140248,College_4,1,2,50,94,88,48,99,98,79.5,71.5625
140248,College_4,1,3,81,61,98,93,87,72,82.0,71.5625
140248,College_4,1,4,86,40,72,41,65,79,63.833333333333336,71.5625
140248,College_4,1,5,68,55,98,79,51,61,68.66666666666667,71.5625
140248,College_4,1,6,57,66,54,75,71,67,65.0,71.5625
140248,College_4,1,7,78,63,98,90,75,68,78.66666666666667,71.5625
140248,College_4,1,8,69,52,100,89,53,70,72.16666666666667,71.5625
140249,College_4,1,1,41,75,51,96,97,67,71.16666666666667,67.77083333333333
140249,College_4,1,2,85,64,43,55,55,85,64.5,67.77083333333333
140249,College_4,1,3,56,86,84,99,47,86,76.33333333333333,67.77083333333333
140249,College_4,1,4,47,45,65,95,61,93,67.66666666666667,67.77083333333333
140249,College_4,1,5,88,62,46,88,60,68,68.66666666666667,67.77083333333333
140249,College_4,1,6,76,86,93,90,49,53,74.5,67.77083333333333
140249,College_4,1,7,56,47,45,50,51,84,55.5,67.77083333333333
140249,College_4,1,8,57,41,74,77,64,70,63.833333333333336,67.77083333333333
140250,College_4,1,1,48,62,43,63,66,63,57.5,67.58333333333333
140250,College_4,1,2,46,52,68,72,97,83,69.66666666666667,67.58333333333333
140250,College_4,1,3,52,81,97,63,87,73,75.5,67.58333333333333
140250,College_4,1,4,55,53,87,90,45,70,66.66666666666667,67.58333333333333
140250,College_4,1,5,67,99,83,85,62,54,75.0,67.58333333333333
140250,College_4,1,6,40,78,72,95,61,79,70.83333333333333,67.58333333333333
140250,College_4,1,7,41,78,43,46,68,67,57.166666666666664,67.58333333333333
140250,College_4,1,8,69,57,49,100,93,42,68.33333333333333,67.58333333333333
140251,College_4,1,1,92,48,92,55,95,55,72.83333333333333,69.14583333333333
140251,College_4,1,2,89,66,41,53,91,42,63.666666666666664,69.14583333333333
140251,College_4,1,3,43,69,79,53,95,47,64.33333333333333,69.14583333333333
140251,College_4,1,4,95,51,98,76,69,77,77.66666666666667,69.14583333333333
140251,College_4,1,5,85,71,45,57,79,71,68.0,69.14583333333333
140251,College_4,1,6,82,55,49,49,94,90,69.83333333333333,69.14583333333333
140251,College_4,1,7,67,41,79,99,49,81,69.33333333333333,69.14583333333333
140251,College_4,1,8,68,67,59,65,66,80,67.5,69.14583333333333
140252,College_4,1,1,99,59,46,43,45,45,56.166666666666664,72.27083333333333
140252,College_4,1,2,93,81,80,80,62,86,80.33333333333333,72.27083333333333
140252,College_4,1,3,59,94,54,86,88,57,73.0,72.27083333333333
140252,College_4,1,4,42,72,73,95,65,67,69.0,72.27083333333333
140252,College_4,1,5,83,73,71,63,86,73,74.83333333333333,72.27083333333333
140252,College_4,1,6,95,62,49,94,93,56,74.83333333333333,72.27083333333333
140252,College_4,1,7,56,68,90,98,70,85,77.83333333333333,72.27083333333333
140252,College_4,1,8,44,61,90,95,55,88,72.16666666666667,72.27083333333333
140253,College_4,1,1,76,84,95,43,55,57,68.33333333333333,67.77083333333333
140253,College_4,1,2,66,75,57,51,63,88,66.66666666666667,67.77083333333333
140253,College_4,1,3,47,70,72,97,56,60,67.0,67.77083333333333
140253,College_4,1,4,64,91,42,45,83,46,61.833333333333336,67.77083333333333
140253,College_4,1,5,99,52,57,66,55,40,61.5,67.77083333333333
140253,College_4,1,6,40,49,99,90,42,78,66.33333333333333,67.77083333333333
140253,College_4,1,7,79,77,98,52,42,82,71.66666666666667,67.77083333333333
140253,College_4,1,8,95,97,68,93,58,62,78.83333333333333,67.77083333333333
140254,College_4,1,1,98,72,43,42,40,99,65.66666666666667,67.89583333333333
140254,College_4,1,2,71,71,85,80,86,56,74.83333333333333,67.89583333333333
140254,College_4,1,3,61,55,61,99,48,57,63.5,67.89583333333333
140254,College_4,1,4,53,88,84,91,90,88,82.33333333333333,67.89583333333333
140254,College_4,1,5,57,95,96,98,47,64,76.16666666666667,67.89583333333333
140254,College_4,1,6,60,43,54,45,63,50,52.5,67.89583333333333
140254,College_4,1,7,68,81,63,41,79,42,62.333333333333336,67.89583333333333
140254,College_4,1,8,59,71,84,40,78,63,65.83333333333333,67.89583333333333
140255,College_4,1,1,85,71,90,64,99,60,78.16666666666667,71.72916666666667
140255,College_4,1,2,99,54,76,65,89,44,71.16666666666667,71.72916666666667
140255,College_4,1,3,52,44,73,91,72,94,71.0,71.72916666666667
140255,College_4,1,4,85,87,82,54,50,95,75.5,71.72916666666667
140255,College_4,1,5,94,84,95,55,78,74,80.0,71.72916666666667
140255,College_4,1,6,77,51,67,51,82,53,63.5,71.72916666666667
140255,College_4,1,7,46,41,65,57,80,56,57.5,71.72916666666667
140255,College_4,1,8,93,50,78,85,73,83,77.0,71.72916666666667
140256,College_4,1,1,40,50,85,97,49,89,68.33333333333333,71.29166666666667
140256,College_4,1,2,93,64,77,92,44,76,74.33333333333333,71.29166666666667
140256,College_4,1,3,66,74,62,73,92,90,76.16666666666667,71.29166666666667
140256,College_4,1,4,76,61,69,83,100,85,79.0,71.29166666666667
140256,College_4,1,5,44,71,70,43,47,83,59.666666666666664,71.29166666666667
140256,College_4,1,6,45,41,100,97,90,70,73.83333333333333,71.29166666666667
140256,College_4,1,7,47,93,52,90,48,91,70.16666666666667,71.29166666666667
140256,College_4,1,8,57,61,62,76,73,84,68.83333333333333,71.29166666666667
140257,College_4,1,1,44,99,94,48,40,55,63.333333333333336,71.79166666666667
140257,College_4,1,2,87,76,97,91,64,85,83.33333333333333,71.79166666666667
140257,College_4,1,3,43,89,99,50,95,44,70.0,71.79166666666667
140257,College_4,1,4,93,72,60,90,57,57,71.5,71.79166666666667
140257,College_4,1,5,59,69,55,74,95,88,73.33333333333333,71.79166666666667
140257,College_4,1,6,76,72,81,61,73,62,70.83333333333333,71.79166666666667
140257,College_4,1,7,66,46,72,94,45,70,65.5,71.79166666666667
140257,College_4,1,8,63,50,100,97,85,64,76.5,71.79166666666667
140258,College_4,1,1,64,91,60,63,46,83,67.83333333333333,66.58333333333333
140258,College_4,1,2,80,69,79,49,79,51,67.83333333333333,66.58333333333333
140258,College_4,1,3,67,43,48,41,88,69,59.333333333333336,66.58333333333333
140258,College_4,1,4,50,51,93,47,85,87,68.83333333333333,66.58333333333333
140258,College_4,1,5,55,51,80,93,76,50,67.5,66.58333333333333
140258,College_4,1,6,68,45,79,45,56,72,60.833333333333336,66.58333333333333
140258,College_4,1,7,69,76,75,66,89,87,77.0,66.58333333333333
140258,College_4,1,8,48,68,79,55,69,62,63.5,66.58333333333333
140259,College_4,1,1,84,53,93,100,41,46,69.5,68.875
140259,College_4,1,2,73,99,54,98,51,70,74.16666666666667,68.875
140259,College_4,1,3,43,66,65,100,95,84,75.5,68.875
140259,College_4,1,4,82,42,77,40,90,69,66.66666666666667,68.875
140259,College_4,1,5,58,70,86,44,56,51,60.833333333333336,68.875
140259,College_4,1,6,54,95,82,72,40,45,64.66666666666667,68.875
140259,College_4,1,7,60,95,47,81,100,90,78.83333333333333,68.875
140259,College_4,1,8,91,48,58,70,53,45,60.833333333333336,68.875
140260,College_4,1,1,89,59,50,56,48,79,63.5,69.95833333333333
140260,College_4,1,2,46,45,57,44,96,42,55.0,69.95833333333333
140260,College_4,1,3,74,93,71,66,88,45,72.83333333333333,69.95833333333333
140260,College_4,1,4,66,93,66,97,60,89,78.5,69.95833333333333
140260,College_4,1,5,68,64,96,61,70,89,74.66666666666667,69.95833333333333
140260,College_4,1,6,76,87,71,96,55,60,74.16666666666667,69.95833333333333
140260,College_4,1,7,79,86,80,47,41,48,63.5,69.95833333333333
140260,College_4,1,8,88,95,53,88,74,67,77.5,69.95833333333333
140261,College_4,1,1,42,98,68,79,75,50,68.66666666666667,66.97916666666667
140261,College_4,1,2,78,80,43,57,97,100,75.83333333333333,66.97916666666667
140261,College_4,1,3,57,51,72,55,75,57,61.166666666666664,66.97916666666667
140261,College_4,1,4,48,56,99,90,74,63,71.66666666666667,66.97916666666667
140261,College_4,1,5,62,69,61,86,47,43,61.333333333333336,66.97916666666667
140261,College_4,1,6,90,76,58,80,44,58,67.66666666666667,66.97916666666667
140261,College_4,1,7,60,54,52,62,99,51,63.0,66.97916666666667
140261,College_4,1,8,96,44,41,75,74,69,66.5,66.97916666666667
140262,College_4,1,1,67,48,91,78,65,50,66.5,66.70833333333333
140262,College_4,1,2,47,83,53,56,89,63,65.16666666666667,66.70833333333333
140262,College_4,1,3,47,100,98,77,69,46,72.83333333333333,66.70833333333333
140262,College_4,1,4,46,76,54,63,52,50,56.833333333333336,66.70833333333333
140262,College_4,1,5,97,59,85,97,95,43,79.33333333333333,66.70833333333333
140262,College_4,1,6,46,45,80,77,59,82,64.83333333333333,66.70833333333333
140262,College_4,1,7,57,73,73,60,47,75,64.16666666666667,66.70833333333333
140262,College_4,1,8,60,73,74,60,52,65,64.0,66.70833333333333
140263,College_4,1,1,68,55,42,58,56,60,56.5,69.60416666666667
140263,College_4,1,2,89,66,43,75,73,70,69.33333333333333,69.60416666666667
140263,College_4,1,3,44,66,70,76,96,50,67.0,69.60416666666667
140263,College_4,1,4,40,82,43,55,65,82,61.166666666666664,69.60416666666667
140263,College_4,1,5,58,87,94,100,52,86,79.5,69.60416666666667
140263,College_4,1,6,50,74,80,87,93,65,74.83333333333333,69.60416666666667
140263,College_4,1,7,87,74,69,81,82,85,79.66666666666667,69.60416666666667
140263,College_4,1,8,92,58,86,59,75,43,68.83333333333333,69.60416666666667
140264,College_4,1,1,97,55,96,45,81,85,76.5,72.89583333333333
140264,College_4,1,2,79,61,86,90,51,65,72.0,72.89583333333333
140264,College_4,1,3,60,78,98,68,84,59,74.5,72.89583333333333
140264,College_4,1,4,87,56,80,44,58,51,62.666666666666664,72.89583333333333
140264,College_4,1,5,57,73,67,100,97,88,80.33333333333333,72.89583333333333
140264,College_4,1,6,74,73,62,52,92,82,72.5,72.89583333333333
140264,College_4,1,7,57,91,73,97,46,57,70.16666666666667,72.89583333333333
140264,College_4,1,8,98,60,86,52,76,75,74.5,72.89583333333333
140265,College_4,1,1,80,52,95,87,42,77,72.16666666666667,71.14583333333333
140265,College_4,1,2,55,67,41,54,57,95,61.5,71.14583333333333
140265,College_4,1,3,66,77,40,42,74,89,64.66666666666667,71.14583333333333
140265,College_4,1,4,76,76,76,61,73,75,72.83333333333333,71.14583333333333
140265,College_4,1,5,92,60,91,71,47,83,74.0,71.14583333333333
140265,College_4,1,6,92,44,99,98,62,67,77.0,71.14583333333333
140265,College_4,1,7,85,73,62,47,50,92,68.16666666666667,71.14583333333333
140265,College_4,1,8,78,85,73,74,93,70,78.83333333333333,71.14583333333333
140266,College_4,1,1,91,58,47,92,45,80,68.83333333333333,70.85416666666667
140266,College_4,1,2,89,96,68,90,54,87,80.66666666666667,70.85416666666667
140266,College_4,1,3,90,96,56,57,78,98,79.16666666666667,70.85416666666667
140266,College_4,1,4,50,41,91,90,68,84,70.66666666666667,70.85416666666667
140266,College_4,1,5,53,74,43,76,45,53,57.333333333333336,70.85416666666667
140266,College_4,1,6,53,46,54,52,75,47,54.5,70.85416666666667
140266,College_4,1,7,94,69,85,77,90,90,84.16666666666667,70.85416666666667
140266,College_4,1,8,49,48,92,94,91,55,71.5,70.85416666666667
140267,College_4,1,1,53,46,54,99,82,57,65.16666666666667,66.04166666666667
140267,College_4,1,2,64,90,64,82,60,83,73.83333333333333,66.04166666666667
140267,College_4,1,3,62,49,47,44,98,69,61.5,66.04166666666667
140267,College_4,1,4,55,48,82,44,66,89,64.0,66.04166666666667
140267,College_4,1,5,66,53,46,93,72,47,62.833333333333336,66.04166666666667
140267,College_4,1,6,48,60,85,75,66,43,62.833333333333336,66.04166666666667
140267,College_4,1,7,99,96,72,41,77,60,74.16666666666667,66.04166666666667
140267,College_4,1,8,62,72,58,54,74,64,64.0,66.04166666666667
140268,College_4,1,1,97,44,44,63,44,55,57.833333333333336,69.52083333333333
140268,College_4,1,2,65,87,85,90,69,58,75.66666666666667,69.52083333333333
140268,College_4,1,3,83,74,64,50,80,93,74.0,69.52083333333333
140268,College_4,1,4,66,84,90,82,73,94,81.5,69.52083333333333
140268,College_4,1,5,51,69,65,54,47,73,59.833333333333336,69.52083333333333
140268,College_4,1,6,87,41,76,93,52,46,65.83333333333333,69.52083333333333
140268,College_4,1,7,67,45,81,88,51,95,71.16666666666667,69.52083333333333
140268,College_4,1,8,42,77,87,80,46,90,70.33333333333333,69.52083333333333
140269,College_4,1,1,49,61,92,73,72,97,74.0,71.60416666666667
140269,College_4,1,2,62,67,62,43,65,66,60.833333333333336,71.60416666666667
140269,College_4,1,3,61,78,93,95,59,82,78.0,71.60416666666667
140269,College_4,1,4,83,74,66,54,74,75,71.0,71.60416666666667
140269,College_4,1,5,59,43,64,77,83,61,64.5,71.60416666666667
140269,College_4,1,6,78,50,72,97,96,80,78.83333333333333,71.60416666666667
140269,College_4,1,7,91,73,51,81,100,56,75.33333333333333,71.60416666666667
140269,College_4,1,8,83,78,76,41,87,57,70.33333333333333,71.60416666666667
140270,College_4,1,1,70,72,53,42,82,92,68.5,65.91666666666667
140270,College_4,1,2,73,72,49,50,45,80,61.5,65.91666666666667
140270,College_4,1,3,65,43,85,79,98,51,70.16666666666667,65.91666666666667
140270,College_4,1,4,45,76,90,100,88,41,73.33333333333333,65.91666666666667
140270,College_4,1,5,61,94,65,88,40,69,69.5,65.91666666666667
140270,College_4,1,6,43,43,43,56,91,88,60.666666666666664,65.91666666666667
140270,College_4,1,7,40,43,41,43,63,78,51.333333333333336,65.91666666666667
140270,College_4,1,8,70,50,56,99,84,75,72.33333333333333,65.91666666666667
140271,College_4,1,1,87,68,77,86,59,76,75.5,71.72916666666667
140271,College_4,1,2,67,51,77,84,87,71,72.83333333333333,71.72916666666667
140271,College_4,1,3,43,91,96,95,79,95,83.16666666666667,71.72916666666667
140271,College_4,1,4,78,66,78,63,56,64,67.5,71.72916666666667
140271,College_4,1,5,100,80,45,58,66,90,73.16666666666667,71.72916666666667
140271,College_4,1,6,89,76,47,41,44,86,63.833333333333336,71.72916666666667
140271,College_4,1,7,90,42,68,55,61,78,65.66666666666667,71.72916666666667
140271,College_4,1,8,85,41,61,81,94,71,72.16666666666667,71.72916666666667
140272,College_4,1,1,64,66,80,59,42,76,64.5,64.95833333333333
140272,College_4,1,2,50,61,63,93,52,72,65.16666666666667,64.95833333333333
140272,College_4,1,3,48,51,74,40,43,63,53.166666666666664,64.95833333333333
140272,College_4,1,4,93,56,45,96,40,46,62.666666666666664,64.95833333333333
140272,College_4,1,5,59,86,94,68,41,61,68.16666666666667,64.95833333333333
140272,College_4,1,6,67,89,41,63,100,87,74.5,64.95833333333333
140272,College_4,1,7,55,77,40,59,49,43,53.833333333333336,64.95833333333333
140272,College_4,1,8,59,69,76,86,95,81,77.66666666666667,64.95833333333333
140273,College_4,1,1,81,50,73,98,99,66,77.83333333333333,69.27083333333333
140273,College_4,1,2,46,73,76,73,83,67,69.66666666666667,69.27083333333333
140273,College_4,1,3,45,69,72,78,72,75,68.5,69.27083333333333
140273,College_4,1,4,40,93,70,55,86,51,65.83333333333333,69.27083333333333
140273,College_4,1,5,45,57,54,67,68,51,57.0,69.27083333333333
140273,College_4,1,6,68,46,95,76,62,89,72.66666666666667,69.27083333333333
140273,College_4,1,7,95,46,47,90,78,89,74.16666666666667,69.27083333333333
140273,College_4,1,8,68,91,42,81,73,56,68.5,69.27083333333333
140274,College_4,1,1,63,62,73,53,56,68,62.5,66.89583333333333
140274,College_4,1,2,63,98,42,73,90,61,71.16666666666667,66.89583333333333
140274,College_4,1,3,96,42,74,60,48,80,66.66666666666667,66.89583333333333
140274,College_4,1,4,83,40,44,81,85,89,70.33333333333333,66.89583333333333
140274,College_4,1,5,46,54,80,51,87,81,66.5,66.89583333333333
140274,College_4,1,6,40,52,82,93,99,82,74.66666666666667,66.89583333333333
140274,College_4,1,7,42,50,67,54,51,82,57.666666666666664,66.89583333333333
140274,College_4,1,8,67,96,50,64,64,53,65.66666666666667,66.89583333333333
140275,College_4,1,1,59,62,72,84,64,92,72.16666666666667,68.9375
140275,College_4,1,2,70,99,41,89,51,76,71.0,68.9375
140275,College_4,1,3,58,50,99,59,70,40,62.666666666666664,68.9375
140275,College_4,1,4,44,61,69,94,69,58,65.83333333333333,68.9375
140275,College_4,1,5,57,94,41,70,40,53,59.166666666666664,68.9375
140275,College_4,1,6,98,60,73,74,91,85,80.16666666666667,68.9375
140275,College_4,1,7,69,64,69,96,77,93,78.0,68.9375
140275,College_4,1,8,70,58,40,91,44,72,62.5,68.9375
140276,College_4,1,1,93,82,73,89,66,50,75.5,72.08333333333333
140276,College_4,1,2,64,69,98,65,95,96,81.16666666666667,72.08333333333333
140276,College_4,1,3,55,86,44,58,61,76,63.333333333333336,72.08333333333333
140276,College_4,1,4,78,66,98,71,40,68,70.16666666666667,72.08333333333333
140276,College_4,1,5,86,78,43,85,52,83,71.16666666666667,72.08333333333333
140276,College_4,1,6,70,60,88,96,94,61,78.16666666666667,72.08333333333333
140276,College_4,1,7,92,64,78,93,56,81,77.33333333333333,72.08333333333333
140276,College_4,1,8,48,75,40,54,63,79,59.833333333333336,72.08333333333333
140277,College_4,1,1,65,100,89,42,92,54,73.66666666666667,71.20833333333333
140277,College_4,1,2,79,87,65,51,74,71,71.16666666666667,71.20833333333333
140277,College_4,1,3,73,86,62,55,74,56,67.66666666666667,71.20833333333333
140277,College_4,1,4,47,43,91,75,87,46,64.83333333333333,71.20833333333333
140277,College_4,1,5,64,95,84,75,70,52,73.33333333333333,71.20833333333333
140277,College_4,1,6,40,95,82,88,89,70,77.33333333333333,71.20833333333333
140277,College_4,1,7,69,59,44,89,69,99,71.5,71.20833333333333
140277,College_4,1,8,74,64,82,68,40,93,70.16666666666667,71.20833333333333
140278,College_4,1,1,93,56,75,64,42,67,66.16666666666667,69.5625
140278,College_4,1,2,60,80,60,46,46,85,62.833333333333336,69.5625
140278,College_4,1,3,99,74,49,60,87,64,72.16666666666667,69.5625
140278,College_4,1,4,43,64,78,84,57,85,68.5,69.5625
140278,College_4,1,5,87,83,40,68,91,88,76.16666666666667,69.5625
140278,College_4,1,6,55,62,63,84,61,44,61.5,69.5625
140278,College_4,1,7,89,74,71,96,73,53,76.0,69.5625
140278,College_4,1,8,56,67,80,69,67,100,73.16666666666667,69.5625
140279,College_4,1,1,78,65,60,46,48,96,65.5,69.25
140279,College_4,1,2,91,63,51,92,46,51,65.66666666666667,69.25
140279,College_4,1,3,71,90,57,91,52,81,73.66666666666667,69.25
140279,College_4,1,4,75,48,98,72,46,59,66.33333333333333,69.25
140279,College_4,1,5,52,99,66,50,60,87,69.0,69.25
140279,College_4,1,6,73,54,69,68,82,48,65.66666666666667,69.25
140279,College_4,1,7,92,62,94,62,82,74,77.66666666666667,69.25
140279,College_4,1,8,58,86,70,70,50,89,70.5,69.25
140280,College_4,1,1,46,83,57,44,53,88,61.833333333333336,73.27083333333333
140280,College_4,1,2,63,92,65,83,92,92,81.16666666666667,73.27083333333333
140280,College_4,1,3,72,67,93,92,96,54,79.0,73.27083333333333
140280,College_4,1,4,47,80,68,42,85,85,67.83333333333333,73.27083333333333
140280,College_4,1,5,60,44,99,71,63,84,70.16666666666667,73.27083333333333
140280,College_4,1,6,57,97,95,90,68,79,81.0,73.27083333333333
140280,College_4,1,7,63,79,72,85,85,97,80.16666666666667,73.27083333333333
140280,College_4,1,8,46,75,79,47,60,83,65.0,73.27083333333333
140281,College_4,1,1,72,49,79,41,80,56,62.833333333333336,71.125
140281,College_4,1,2,83,94,78,76,85,70,81.0,71.125
140281,College_4,1,3,86,71,95,97,82,48,79.83333333333333,71.125
140281,College_4,1,4,61,55,46,51,99,77,64.83333333333333,71.125
140281,College_4,1,5,81,77,40,48,42,45,55.5,71.125
140281,College_4,1,6,74,85,70,73,85,72,76.5,71.125
140281,College_4,1,7,76,71,99,48,60,86,73.33333333333333,71.125
140281,College_4,1,8,90,52,61,95,59,94,75.16666666666667,71.125
140282,College_4,1,1,91,98,50,83,62,40,70.66666666666667,68.1875
140282,College_4,1,2,71,74,80,64,66,79,72.33333333333333,68.1875
140282,College_4,1,3,59,75,70,73,51,95,70.5,68.1875
140282,College_4,1,4,43,54,44,74,75,67,59.5,68.1875
140282,College_4,1,5,99,58,95,70,48,52,70.33333333333333,68.1875
140282,College_4,1,6,93,67,61,95,68,40,70.66666666666667,68.1875
